ZipCode,TotalPopulation,NoInsuranceRate,AsthmaRate,DiabetesRate
73173,"4,363",7.2,10.8,8.9
73179,"7,575",10.6,10.9,10.2
73401,"36,744",11.2,11.8,14.7
73425,129,9.7,12.2,14.7
73430,"1,323",10.2,11.9,17.3
73432,967,10.2,12.3,16.2
73433,"2,654",10.1,11.8,15.3
73434,558,9.4,11.9,14.7
73435,92,10.7,10.7,15.6
73436,113,10.2,11.9,15.3
73438,"2,888",12.0,12.2,15.9
73439,"7,267",9.7,11.8,15.9
73440,227,9.6,11.6,17.3
73441,148,10.9,10.9,15.6
73442,482,10.4,11.6,14.3
73443,"3,170",9.6,11.8,11.8
73444,126,9.9,12.2,17.5
73446,"7,873",17.1,11.7,15.0
73447,882,12.7,12.6,16.6
73448,"6,145",15.8,11.6,15.3
73449,"2,995",9.6,11.9,13.9
73450,"1,156",10.1,12.1,16.2
73453,654,9.5,11.5,14.0
73455,574,12.5,13.0,16.2
73456,"1,747",11.6,12.5,16.1
73458,734,9.5,11.5,16.0
73459,"1,449",10.4,11.3,12.5
73460,"4,661",11.9,12.6,15.3
73461,825,10.7,12.3,15.5
73463,"3,365",10.1,12.0,14.9
73481,899,9.6,11.7,14.1
73487,187,9.3,12.7,22.3
73491,704,10.4,12.1,13.4
73501,"19,158",14.9,11.6,15.3
73503,"11,796",12.3,9.9,3.1
73505,"46,881",12.2,11.8,14.2
73507,"21,605",11.4,11.8,14.3
73520,101,10.0,11.8,17.4
73521,"20,209",14.6,11.3,13.6
73523,261,9.4,9.2,1.3
73526,"2,108",9.3,11.2,13.1
73527,"5,403",8.9,11.4,11.9
73528,694,9.5,11.4,12.5
73529,"4,721",9.9,11.6,14.2
73530,368,13.5,10.7,15.5
73531,311,10.2,11.5,17.0
73532,532,11.8,11.1,14.8
73533,"27,396",12.3,11.9,14.9
73537,459,13.2,11.3,16.5
73538,"6,771",9.0,11.1,10.7
73539,173,7.9,10.4,13.4
73540,494,8.5,10.8,11.8
73541,"3,362",9.1,11.6,12.5
73542,"3,995",17.1,11.2,16.2
73543,"1,715",9.4,11.1,12.0
73544,217,11.9,10.9,18.3
73546,"1,114",16.1,11.5,17.3
73547,"1,843",12.3,10.1,11.4
73548,439,10.4,11.7,16.1
73549,316,8.2,10.7,13.6
73550,"2,149",17.0,11.3,16.7
73552,"1,393",8.4,11.3,14.1
73554,"3,371",12.4,11.5,14.2
73555,193,10.9,10.8,14.9
73556,162,13.7,10.9,12.9
73557,295,6.4,10.6,13.6
73559,457,10.7,11.7,15.9
73560,631,14.6,11.2,14.8
73562,579,11.0,11.3,14.9
73564,528,11.8,11.9,16.9
73565,885,14.6,11.9,16.8
73566,"1,514",12.3,11.6,16.1
73567,704,9.1,11.7,13.3
73568,"1,057",11.8,11.7,16.5
73569,391,15.1,11.8,18.7
73570,"1,052",14.1,11.4,17.8
73572,"3,405",10.7,12.2,15.2
73573,"2,226",12.9,11.7,15.4
73601,"9,756",16.4,11.2,15.4
73620,"1,106",10.7,11.1,13.0
73622,286,10.9,11.5,15.1
73624,"1,960",12.1,12.0,12.3
73625,431,9.8,11.0,15.4
73626,"1,085",10.8,11.4,14.4
73627,554,13.9,11.9,15.5
73628,"1,530",9.8,11.4,13.9
73632,"3,354",10.6,11.5,13.1
73638,117,8.4,10.9,18.8
73639,683,10.2,12.1,13.9
73641,671,9.4,11.2,14.1
73642,194,8.4,10.6,17.1
73644,"14,198",12.4,11.5,13.2
73645,"1,358",12.2,11.8,15.1
73646,363,8.3,10.9,13.4
73647,598,10.4,11.3,14.9
73650,"1,008",9.5,11.7,14.3
73651,"3,853",13.9,12.3,17.8
73654,754,9.0,11.3,14.3
73655,809,10.5,11.7,17.6
73658,236,8.6,11.2,13.3
73659,150,8.3,11.1,14.3
73660,373,9.8,11.5,14.3
73661,421,8.7,11.1,13.6
73662,"6,385",16.1,11.0,14.0
73663,"1,282",10.3,11.2,13.3
73664,981,11.4,11.1,12.8
73666,344,10.0,11.6,14.7
73667,451,9.1,11.1,14.2
73669,"1,557",9.6,11.6,13.0
73673,302,11.2,11.2,13.4
73701,"24,744",16.8,11.9,14.3
73703,"30,376",9.5,10.9,11.3
73705,313,13.3,9.1,2.0
73716,476,10.8,11.5,14.5
73717,"6,964",10.3,11.2,10.6
73718,531,10.4,11.2,13.7
73719,94,7.3,11.3,11.7
73720,215,8.6,10.6,13.8
73722,405,7.9,10.6,11.6
73724,995,9.3,11.1,13.2
73726,458,11.1,11.6,14.3
73727,194,6.7,10.1,12.2
73728,"1,840",8.2,11.1,12.3
73729,586,9.8,11.4,14.1
73730,660,8.3,11.2,12.3
73731,169,9.1,10.9,14.6
73733,234,9.2,10.7,13.0
73734,926,12.5,10.8,13.1
73735,732,11.0,11.2,11.3
73736,426,10.5,11.8,15.2
73737,"3,525",10.1,11.5,13.5
73738,"1,055",7.1,10.7,10.4
73739,435,10.1,11.8,14.5
73741,"1,702",13.1,9.7,15.9
73742,"3,909",16.5,10.6,12.6
73743,75,6.0,10.3,11.0
73744,277,9.1,11.1,12.9
73747,324,7.9,10.5,12.0
73749,440,7.3,11.0,13.0
73750,"7,232",11.0,11.0,12.5
73753,474,6.9,10.5,10.4
73754,"1,083",10.1,11.3,13.2
73755,744,8.3,10.8,14.8
73756,279,9.6,11.3,12.2
73757,133,8.3,11.2,13.5
73758,176,8.2,10.7,13.6
73759,"1,364",9.2,10.9,13.6
73760,445,11.6,11.4,12.8
73761,354,9.6,11.5,15.6
73762,"2,257",8.4,10.8,12.1
73763,"1,443",12.8,11.3,14.4
73764,128,9.1,10.8,11.3
73766,"1,064",10.6,11.5,14.1
73768,"1,493",13.3,10.5,13.4
73771,472,8.7,11.0,13.5
73772,"3,574",13.0,11.9,15.2
73773,"1,768",9.1,11.2,11.9
73801,"15,671",13.1,11.2,12.4
73832,897,9.1,10.5,11.7
73834,"1,403",12.4,11.0,14.7
73835,319,9.9,11.8,13.6
73838,573,8.6,11.1,11.5
73840,643,11.0,11.3,14.4
73841,"1,351",11.9,9.2,9.1
73842,353,8.1,11.0,13.5
73843,785,9.7,11.6,15.5
73844,192,11.4,11.3,15.8
73848,"1,811",13.8,10.7,14.3
73851,101,9.9,12.0,15.5
73852,"1,985",9.2,11.1,11.7
73853,508,9.2,11.1,11.0
73855,149,14.0,9.7,14.4
73857,615,9.2,11.1,11.3
73858,"1,540",11.6,11.4,14.5
73859,"1,369",10.5,11.1,13.9
73860,"1,150",9.0,11.2,13.6
73901,148,24.5,10.4,12.9
73931,399,8.6,10.4,11.4
73932,"1,825",13.5,10.8,14.5
73933,"1,574",14.2,10.3,14.1
73937,195,10.0,10.2,13.3
73938,719,13.9,11.1,15.0
73939,"1,429",11.7,10.7,8.3
73942,"14,409",24.2,10.5,13.2
73944,377,13.7,10.5,12.1
73945,"2,745",18.0,10.8,13.5
73947,438,8.6,9.9,11.8
73949,"1,162",14.0,10.2,12.6
73950,"1,771",17.5,10.7,13.9
73951,"1,076",17.8,11.1,15.0
74001,296,9.0,12.3,11.9
74002,"2,001",9.4,12.6,13.9
74003,"13,751",12.8,12.8,15.0
74006,"27,795",8.6,11.2,12.3
74008,"31,745",7.8,10.9,9.3
74010,"10,449",10.6,12.2,15.2
74011,"31,803",7.7,11.1,10.3
74012,"63,918",9.5,11.1,10.6
74014,"41,284",8.8,11.1,10.9
74015,"8,270",9.9,11.8,13.4
74016,"5,919",11.2,12.7,16.3
74017,"29,083",9.6,11.8,13.2
74019,"20,333",8.4,11.5,12.1
74020,"7,207",10.1,12.0,14.6
74021,"21,567",8.8,11.4,10.7
74022,"1,628",9.1,11.9,14.2
74023,"12,117",13.3,11.9,14.6
74026,971,10.7,11.9,13.0
74027,760,9.9,12.4,17.0
74028,"1,761",10.0,11.8,15.1
74029,"4,990",11.8,12.7,17.0
74030,"3,529",10.9,12.3,15.2
74032,"2,298",8.7,11.7,13.3
74033,"13,254",10.3,11.9,10.4
74034,147,10.9,11.5,17.7
74035,"4,288",14.3,12.2,15.0
74036,"7,182",9.4,11.8,13.7
74037,"23,727",8.1,10.8,9.3
74038,"2,172",10.7,11.7,15.3
74039,"3,760",10.7,12.1,14.1
74041,"2,680",9.6,12.1,11.9
74042,446,10.6,13.2,15.9
74044,"7,363",8.8,11.8,12.9
74045,301,9.3,12.5,15.4
74046,87,10.5,11.7,12.5
74047,"6,931",9.0,11.9,13.3
74048,"5,537",10.3,12.8,16.1
74050,431,15.2,12.9,14.7
74051,"1,928",8.7,12.0,12.8
74052,"1,021",12.0,12.4,15.4
74053,"4,962",8.6,12.0,12.5
74054,749,10.8,12.8,16.3
74055,"48,776",8.3,11.1,10.0
74056,"4,857",10.6,13.1,16.0
74058,"3,727",9.9,12.1,14.9
74059,"5,724",9.9,12.0,13.1
74060,463,8.5,11.6,12.7
74061,"2,125",9.0,12.3,14.1
74062,993,11.5,12.0,14.7
74063,"30,630",9.4,11.8,12.3
74066,"31,255",9.8,11.9,13.2
74070,"15,407",9.3,12.2,12.4
74071,118,10.5,12.8,16.2
74072,"1,651",9.3,12.3,13.9
74073,"5,366",10.0,12.0,12.6
74074,"32,326",9.7,11.9,8.8
74075,"25,033",9.7,11.8,8.9
74077,"1,286",9.1,12.6,1.4
74078,450,10.0,12.6,1.5
74079,"4,532",10.1,11.9,14.3
74080,"2,713",8.6,11.9,13.7
74081,"1,790",10.9,11.9,15.2
74082,144,8.3,12.5,13.8
74083,"1,024",9.1,12.0,14.9
74084,452,12.2,13.0,15.9
74085,"2,357",11.4,12.1,15.4
74103,"3,082",13.2,10.2,9.1
74104,"12,395",11.5,11.7,8.9
74105,"26,640",9.5,11.4,11.5
74106,"16,805",16.1,13.9,20.1
74107,"19,453",13.4,12.7,13.8
74108,"7,545",17.6,11.8,13.7
74110,"15,197",27.5,12.6,17.8
74112,"20,810",14.2,11.9,13.1
74114,"15,843",7.1,10.7,9.6
74115,"24,461",25.5,12.2,16.0
74116,"4,069",19.9,11.7,14.4
74117,129,19.5,11.2,12.5
74119,"3,445",8.8,11.0,10.5
74120,"5,037",11.6,11.5,9.7
74126,"10,338",17.3,14.1,20.9
74127,"15,669",13.0,12.9,16.5
74128,"12,982",23.5,11.8,15.5
74129,"18,755",21.3,11.7,14.5
74130,"2,212",18.4,12.7,19.4
74131,"2,988",11.2,11.7,13.5
74132,"10,968",8.3,10.8,10.5
74133,"48,331",9.3,10.9,10.6
74134,"23,505",15.1,11.2,11.5
74135,"20,173",8.9,11.1,11.0
74136,"30,416",12.1,11.6,12.5
74137,"28,354",7.0,10.4,10.1
74145,"18,055",13.8,11.6,12.1
74146,"16,427",28.4,11.9,15.0
74171,"1,992",7.9,11.5,1.0
74301,"10,612",12.6,12.7,17.2
74330,"2,668",9.4,12.1,13.6
74331,"6,590",8.8,11.9,16.5
74332,"1,874",8.8,12.2,14.3
74333,"1,179",10.1,12.7,15.4
74337,"4,671",10.3,12.4,14.5
74338,"4,928",12.3,12.8,16.4
74339,"2,296",18.4,12.7,17.8
74340,222,11.3,12.8,21.0
74342,"2,647",11.3,12.8,18.7
74343,"2,999",10.2,12.5,16.2
74344,"14,923",9.2,11.7,16.0
74346,"7,679",13.3,13.0,17.2
74347,"2,836",12.0,13.4,17.5
74349,805,9.4,11.8,17.9
74350,790,11.8,12.6,19.0
74352,"6,070",10.1,13.0,16.2
74354,"17,281",11.3,12.7,15.2
74358,235,15.1,13.0,20.2
74359,320,13.3,14.5,19.3
74361,"16,699",10.7,12.5,13.9
74363,"2,715",10.5,12.6,16.2
74364,"1,811",11.8,12.7,17.8
74365,"4,081",10.4,13.0,17.1
74366,"1,329",11.1,13.1,18.1
74367,567,11.2,13.0,17.3
74369,"1,767",9.9,12.2,16.2
74370,"3,617",10.5,12.4,16.4
74401,"16,181",13.6,13.4,19.1
74403,"29,419",12.3,12.5,15.5
74421,"4,737",9.5,12.6,14.9
74422,733,9.5,12.6,17.5
74423,905,8.8,12.0,14.2
74425,932,8.9,11.6,16.0
74426,"9,446",10.9,12.5,17.6
74427,"1,250",8.3,12.0,18.3
74428,899,10.5,12.3,16.7
74429,"15,974",8.9,11.8,11.9
74430,463,9.7,12.0,13.3
74431,886,10.2,13.0,16.3
74432,"9,012",10.8,12.4,18.5
74434,"8,889",9.5,12.6,14.2
74435,"2,826",11.1,13.0,17.2
74436,"4,664",9.8,12.3,14.3
74437,"9,098",12.1,13.0,17.5
74438,399,9.9,12.8,17.8
74441,"5,245",11.2,12.9,16.6
74442,803,10.0,12.1,14.2
74445,"2,788",8.7,12.5,13.4
74446,550,9.9,13.0,15.7
74447,"15,534",11.7,13.0,16.9
74450,"1,624",9.4,12.3,15.6
74451,"3,613",10.5,12.6,16.8
74452,424,10.4,12.5,15.3
74454,"2,839",9.5,11.9,14.3
74455,"2,559",11.1,12.5,18.4
74456,123,6.9,12.2,15.0
74457,479,11.2,13.4,17.6
74458,213,8.8,12.0,16.6
74460,374,10.7,12.3,16.5
74462,"7,437",11.2,12.3,15.6
74463,"2,138",12.9,12.0,9.5
74464,"31,256",10.9,13.1,13.8
74467,"13,981",9.9,12.2,15.6
74468,226,8.9,11.5,16.6
74469,"2,402",11.0,13.1,14.2
74470,"1,267",10.9,12.7,18.6
74471,"1,463",9.5,12.7,16.3
74472,579,9.8,12.0,14.4
74501,"28,566",11.9,12.0,14.3
74521,58,14.6,12.2,19.5
74522,138,9.0,12.8,11.8
74523,"5,908",12.4,12.8,17.5
74525,"10,314",13.0,12.0,14.6
74528,166,9.4,12.7,15.8
74530,178,11.3,11.8,17.6
74531,949,9.7,11.6,15.1
74533,850,9.8,12.1,14.1
74534,223,11.4,13.6,18.6
74535,79,10.0,13.0,19.4
74536,"1,335",11.1,12.5,18.4
74538,"3,771",11.8,12.9,17.4
74540,196,11.7,13.5,19.2
74543,364,10.3,12.3,18.1
74546,722,9.5,12.5,14.4
74547,"3,196",10.5,12.1,14.1
74549,114,10.2,13.6,20.4
74552,989,9.7,12.3,15.3
74553,"1,197",10.2,12.4,15.2
74554,"1,831",10.2,11.9,12.4
74555,647,12.3,12.2,17.1
74556,317,11.2,13.2,18.5
74557,511,11.7,11.2,17.4
74558,401,11.3,12.0,19.6
74560,602,9.9,12.4,16.1
74561,"1,905",10.7,12.6,15.9
74562,746,12.1,12.4,15.8
74563,"1,786",9.9,12.4,16.1
74565,595,8.7,12.1,12.7
74567,138,11.7,12.2,19.2
74569,537,11.0,12.1,17.3
74570,"1,084",9.4,12.0,14.9
74571,"3,301",10.5,13.2,18.2
74572,742,11.7,13.1,16.3
74574,"1,067",11.1,12.4,20.2
74576,181,10.3,12.2,16.8
74577,235,8.9,13.5,16.2
74578,"5,760",12.7,13.1,16.7
74601,"18,962",12.5,12.5,14.5
74604,"12,248",8.7,11.5,13.9
74630,785,7.7,11.3,13.0
74631,"6,713",12.1,12.1,15.5
74632,444,8.7,11.2,15.4
74633,420,8.8,12.4,14.0
74636,225,8.8,10.6,13.0
74637,"1,619",9.5,12.8,15.1
74640,359,6.9,10.7,11.5
74641,625,8.7,11.9,16.9
74643,476,9.2,11.1,12.4
74644,453,9.3,12.1,15.1
74646,185,11.4,11.7,15.8
74647,"3,563",10.7,11.8,13.8
74650,583,9.1,12.0,15.4
74651,741,9.4,13.2,15.5
74652,758,8.1,12.1,13.5
74653,"3,677",10.8,12.0,12.4
74701,"25,823",11.9,12.5,12.5
74720,408,10.2,12.7,15.6
74722,203,9.5,12.7,16.0
74723,"1,539",11.3,12.6,17.2
74724,191,10.2,12.4,17.5
74726,"2,191",10.5,12.2,14.4
74727,"1,984",11.7,12.7,16.9
74728,"11,010",12.5,12.6,15.3
74729,"2,829",10.3,12.1,13.9
74730,"5,191",10.9,12.4,13.6
74731,"1,534",12.0,12.3,17.2
74733,"2,719",12.1,12.7,16.3
74734,864,8.9,11.8,13.0
74735,"1,821",10.0,12.2,15.9
74736,951,12.1,12.8,17.9
74737,71,11.9,12.4,12.3
74738,445,9.2,12.0,15.8
74740,"1,969",11.0,12.4,17.0
74741,850,11.1,11.8,15.1
74743,"8,307",12.5,13.1,18.7
74745,"9,609",13.2,12.9,16.9
74747,252,11.2,12.2,12.8
74748,727,10.8,12.0,13.9
74750,205,11.7,12.0,17.6
74754,383,11.1,12.9,18.1
74755,113,11.9,11.4,13.9
74756,725,9.1,11.6,15.4
74759,"1,043",11.2,12.7,17.6
74760,199,9.2,12.3,15.3
74761,74,9.7,13.0,12.1
74764,"3,252",11.2,12.8,15.6
74766,"1,209",12.6,13.4,17.5
74801,"22,000",11.2,12.8,14.3
74804,"22,301",9.5,11.9,11.8
74820,"31,630",9.9,12.1,12.1
74824,"1,221",10.7,12.2,13.8
74825,"2,061",9.6,12.1,13.3
74826,"1,196",10.0,12.4,14.6
74827,376,9.5,11.7,15.9
74829,"1,441",15.3,10.4,17.2
74830,186,10.6,12.3,17.0
74831,816,10.1,11.7,14.2
74832,885,10.6,11.7,13.4
74833,543,10.4,12.2,16.7
74834,"7,011",9.5,11.9,14.2
74836,211,9.8,12.1,17.4
74837,144,11.3,12.7,17.2
74839,745,12.7,13.1,18.8
74840,"2,046",10.3,12.7,14.6
74842,192,9.8,12.2,11.8
74843,260,9.2,11.4,16.1
74844,255,9.3,11.9,12.5
74845,422,10.9,12.8,19.8
74848,"8,143",14.8,12.0,14.8
74849,"2,898",11.7,12.9,16.6
74850,259,9.8,11.9,15.4
74851,"10,759",9.8,12.6,12.1
74852,"1,533",10.0,12.2,14.7
74854,"1,783",10.4,12.4,14.5
74855,"4,495",9.9,12.1,15.3
74856,710,11.1,13.1,16.9
74857,"9,981",8.7,11.7,12.4
74859,"6,074",13.0,13.3,18.6
74860,"1,545",12.8,12.6,17.4
74864,"5,334",10.1,12.0,14.2
74865,"1,760",9.8,11.8,13.4
74867,738,11.0,12.9,17.9
74868,"12,211",12.3,12.9,16.0
74869,644,9.7,11.6,16.4
74871,"2,290",9.8,12.2,14.7
74872,"3,379",10.6,12.2,15.1
74873,"11,496",10.6,12.6,13.7
74875,"1,051",9.7,11.8,14.1
74878,"1,392",10.1,12.1,15.5
74880,"1,832",12.0,13.1,19.7
74881,"4,556",10.5,11.9,14.6
74883,"2,189",12.0,13.2,18.5
74884,"5,509",12.4,13.1,18.1
74901,"1,832",13.2,13.1,16.8
74902,"4,239",10.6,12.4,15.0
74930,"1,875",11.0,12.5,15.5
74931,"1,251",11.0,13.6,16.8
74932,"2,302",9.9,12.2,14.8
74935,138,9.4,11.5,17.6
74936,"1,084",10.8,12.9,14.9
74937,"5,188",16.3,12.4,15.9
74939,"1,428",16.1,10.5,13.8
74940,"2,283",12.9,12.7,15.4
74941,"2,331",12.3,12.8,16.8
74942,150,10.5,12.6,14.5
74943,78,10.9,12.5,11.5
74944,"1,002",11.2,12.5,16.0
74945,186,12.8,13.7,19.1
74947,132,8.3,11.7,20.1
74948,"11,803",11.7,12.9,16.6
74949,238,9.9,11.4,17.7
74951,"1,332",11.3,12.9,15.0
74953,"12,113",13.4,12.6,14.9
74954,"4,686",12.1,13.2,15.4
74955,"14,340",13.1,13.3,17.8
74956,"1,876",11.0,12.5,14.6
74957,"1,049",10.1,12.2,17.1
74959,"6,226",11.9,12.8,16.8
74960,"11,937",14.1,14.1,19.1
74962,"4,641",11.5,13.0,18.5
74963,521,10.0,12.8,17.1
74964,"2,372",12.0,13.2,17.4
74965,"4,525",12.1,13.2,16.7
74966,"3,607",10.0,12.3,15.6
75001,"16,528",12.2,9.5,7.3
75002,"69,939",9.7,9.4,9.6
75006,"47,811",21.3,9.2,11.4
75007,"53,960",12.8,9.1,11.2
75009,"21,276",9.2,9.4,7.7
75010,"33,186",8.7,8.8,9.3
75013,"48,360",7.4,8.6,8.8
75019,"44,897",7.9,8.6,8.7
75020,"23,782",14.1,10.9,14.2
75021,"8,288",13.7,11.0,14.6
75022,"26,781",6.7,9.0,9.1
75023,"46,777",10.3,9.2,10.2
75024,"45,469",7.4,8.0,8.1
75025,"53,161",7.7,8.4,9.9
75028,"46,830",7.4,9.3,9.2
75032,"34,590",10.7,9.8,10.0
75033,"45,347",7.8,9.2,7.9
75034,"47,734",9.4,9.1,8.2
75035,"82,596",7.7,8.4,8.3
75036,"35,148",8.3,8.7,9.9
75038,"32,928",14.6,9.0,8.7
75039,"24,569",8.5,8.0,5.6
75040,"64,035",23.3,9.6,13.1
75041,"32,219",31.6,9.7,14.0
75042,"39,148",29.9,9.5,14.7
75043,"63,973",19.6,10.1,12.7
75044,"46,094",13.8,9.2,11.3
75048,"27,818",10.5,9.3,9.6
75050,"43,531",26.6,10.0,12.6
75051,"40,243",32.7,10.0,14.4
75052,"96,225",18.3,9.9,12.1
75054,"15,646",9.3,9.9,9.6
75056,"67,570",10.6,9.2,8.9
75057,"16,001",21.2,10.1,11.0
75058,"3,799",10.8,10.0,9.7
75060,"47,955",31.7,9.4,14.0
75061,"55,828",32.2,9.6,13.3
75062,"50,466",22.2,9.3,11.0
75063,"46,598",8.2,7.5,7.6
75065,"12,770",14.4,10.2,11.3
75067,"68,734",16.6,9.8,10.2
75068,"66,248",12.7,9.9,9.4
75069,"39,084",18.4,9.9,12.5
75070,"57,712",9.2,9.3,8.0
75071,"64,449",10.4,9.5,9.0
75072,"55,538",7.6,9.2,8.7
75074,"53,003",17.8,9.1,10.9
75075,"36,600",11.0,9.1,10.5
75076,"8,057",10.0,10.4,13.6
75077,"38,073",9.1,9.6,10.3
75078,"38,980",7.8,9.4,7.7
75080,"53,633",14.3,9.5,8.0
75081,"37,766",12.7,9.4,10.7
75082,"28,063",7.8,8.6,8.7
75087,"40,460",8.9,9.8,9.0
75088,"26,899",12.4,9.8,10.8
75089,"34,608",11.8,9.8,10.1
75090,"25,002",20.2,10.6,13.9
75092,"27,186",11.7,10.3,11.5
75093,"48,081",7.0,8.7,9.5
75094,"23,864",8.5,8.7,10.8
75098,"67,212",11.7,9.7,9.3
75101,633,22.6,9.7,12.9
75102,"1,501",19.5,10.5,15.5
75103,"15,162",12.2,10.4,13.3
75104,"49,749",14.9,11.0,12.9
75105,307,18.4,11.0,16.0
75109,"4,766",15.0,11.0,16.3
75110,"30,336",22.4,10.9,15.5
75114,"6,347",16.1,10.4,10.5
75115,"56,164",14.0,11.5,15.2
75116,"20,656",26.8,10.1,14.4
75117,"4,170",11.3,10.4,12.7
75119,"28,973",21.2,10.2,13.2
75124,"5,093",13.8,10.9,14.8
75125,"7,545",26.0,10.1,14.2
75126,"64,573",13.3,10.5,9.7
75127,"1,644",16.0,10.9,16.1
75132,135,14.2,10.9,11.1
75134,"20,194",17.3,11.5,13.8
75135,"8,065",14.1,10.3,10.7
75137,"20,023",19.0,10.4,13.6
75140,"7,538",18.0,11.0,15.6
75141,"5,173",32.4,11.5,15.8
75142,"21,952",20.3,10.5,13.2
75143,"15,349",14.7,10.6,14.3
75144,"3,462",14.7,10.9,17.5
75146,"23,837",17.6,11.7,14.7
75147,"7,781",14.1,10.9,13.4
75148,"5,796",14.3,10.7,15.0
75149,"60,317",24.4,10.3,12.6
75150,"64,654",24.8,10.3,13.1
75152,"5,820",19.6,10.3,12.3
75153,536,24.0,9.9,15.3
75154,"45,894",15.2,10.6,12.2
75155,"3,485",25.4,9.9,14.0
75156,"15,708",14.2,10.9,16.1
75157,258,12.4,10.4,14.2
75158,"5,214",13.5,10.6,11.6
75159,"22,127",25.6,10.3,13.5
75160,"26,632",18.9,10.8,14.4
75161,"7,552",16.4,10.4,13.4
75163,"2,317",11.4,10.8,17.3
75164,335,12.5,10.3,8.8
75165,"49,805",15.2,10.3,11.6
75166,"5,457",12.4,10.2,9.7
75167,"12,455",12.1,10.1,10.9
75169,"17,017",14.4,10.7,14.1
75172,"5,519",30.3,10.8,14.3
75173,"7,733",14.6,9.8,10.2
75180,"26,860",29.3,10.1,12.6
75181,"27,027",18.1,10.6,12.6
75182,"7,806",8.7,8.7,10.4
75189,"37,777",14.1,10.1,9.4
75201,"17,740",9.2,9.3,5.5
75202,"2,529",10.0,9.0,6.2
75203,"14,710",32.1,10.7,16.7
75204,"34,012",11.2,9.3,5.6
75205,"26,299",6.5,9.2,6.4
75206,"40,386",9.1,9.1,5.2
75207,"7,116",21.4,9.5,7.4
75208,"29,446",24.5,9.1,11.6
75209,"14,740",10.2,9.2,9.2
75210,"8,736",31.9,11.8,19.6
75211,"70,695",37.0,9.5,15.0
75212,"27,329",33.9,10.1,15.8
75214,"35,664",10.0,9.1,7.6
75215,"18,806",23.0,12.1,18.9
75216,"55,759",31.9,11.5,20.1
75217,"85,330",38.1,10.2,16.4
75218,"23,136",11.4,9.2,9.1
75219,"27,885",10.8,8.8,6.9
75220,"39,627",38.4,9.2,13.3
75223,"13,898",32.1,9.5,14.9
75224,"33,766",30.9,10.5,15.8
75225,"22,635",5.4,8.9,8.9
75226,"4,535",19.0,10.0,9.1
75227,"59,103",32.2,10.3,15.0
75228,"68,219",29.2,10.3,14.5
75229,"33,168",20.9,9.0,10.7
75230,"27,810",9.0,9.1,9.7
75231,"40,754",21.6,9.9,10.8
75232,"30,061",25.3,11.3,18.6
75233,"15,104",33.2,10.8,17.9
75234,"33,216",21.9,9.1,11.3
75235,"19,153",23.6,9.3,11.6
75236,"18,385",25.5,11.0,13.2
75237,"19,057",21.8,13.0,16.2
75238,"32,801",15.1,9.7,9.8
75240,"25,839",27.2,9.5,11.6
75241,"32,944",22.5,12.0,18.5
75243,"62,273",18.6,11.0,12.9
75244,"12,576",10.7,9.1,9.0
75246,"2,458",24.2,10.3,14.1
75247,830,16.1,10.5,20.4
75248,"38,210",9.3,9.1,8.9
75249,"15,291",19.4,10.6,13.5
75251,"3,840",9.5,9.1,5.5
75252,"27,458",10.4,8.9,9.5
75253,"25,867",35.6,10.2,13.3
75254,"24,664",17.8,9.8,9.0
75287,"53,181",14.1,10.1,8.8
75401,"19,550",22.2,10.5,13.8
75402,"18,983",12.4,10.2,12.2
75407,"25,738",17.8,10.0,10.5
75409,"21,292",12.8,10.0,9.1
75410,"5,073",12.9,10.5,14.5
75411,"1,279",13.3,10.9,14.3
75412,604,12.2,10.2,14.3
75413,179,12.8,11.7,12.1
75414,"3,507",10.3,10.5,11.7
75415,212,11.2,11.2,11.7
75416,"2,848",11.2,10.5,12.0
75417,"2,361",14.1,11.2,15.0
75418,"14,775",19.0,10.4,14.6
75420,"1,206",12.6,10.7,13.1
75421,988,14.7,11.0,14.6
75422,"2,902",13.6,10.5,12.8
75423,"3,089",15.7,11.0,14.2
75424,"4,517",14.7,10.3,11.4
75426,"4,717",14.8,11.3,19.5
75428,"11,192",15.5,12.0,11.1
75431,"2,101",21.4,10.8,15.4
75432,"3,361",13.5,10.8,14.7
75433,"2,815",11.5,10.2,12.4
75434,81,13.3,10.0,15.4
75435,994,12.9,11.4,13.2
75436,"2,130",11.9,10.7,13.8
75437,"1,199",13.1,10.6,13.7
75438,963,11.2,10.8,13.3
75439,923,12.5,10.6,12.5
75440,"6,894",11.7,10.3,14.4
75441,113,11.1,8.5,14.5
75442,"11,241",16.9,10.4,12.7
75446,"3,355",14.6,10.8,14.8
75447,"1,161",11.5,10.6,13.6
75448,679,12.1,10.4,13.7
75449,"1,116",12.0,11.0,14.9
75450,293,10.7,10.6,12.6
75451,"1,256",14.1,10.4,17.0
75452,"4,802",13.4,11.0,12.7
75453,"3,737",12.8,10.6,12.5
75454,"16,252",10.8,9.9,8.2
75455,"27,305",25.4,10.4,15.5
75457,"5,991",13.4,10.4,12.2
75459,"5,556",14.2,10.4,11.1
75460,"22,925",17.0,11.8,16.6
75462,"12,016",10.4,10.5,12.8
75468,928,11.8,10.5,13.8
75469,394,11.7,10.3,14.8
75470,229,13.4,10.9,13.8
75471,"1,243",19.8,10.8,15.5
75472,"3,849",12.2,10.6,14.5
75473,"3,660",11.9,10.7,13.9
